id,name,constellation_id,region_id,center_x,center_y,center_z,position_x,position_y,position_z,security_class,security_status,star_class,hidden,planet_count
30007804,ETQ-0H2,20000482,10000064,-5.67617197518903e+18,-5.57592400888125e+17,-7.56657916973532e+18,-599.971851184196,-799.788049312351,58.9375632784535,,,,0,3
30007805,I17-L82,20000482,10000064,-6.09112935605252e+18,-4.30293003070378e+17,-7.45562983244838e+18,-643.832880949934,-788.060695107674,45.4820063120346,,,,0,5
30007806,IGQ-0J3,20000482,10000064,-4.42403620153761e+18,8.6560822522908e+17,-7.95855182757144e+18,-467.620995478035,-841.219591937114,-91.4948616005705,,,,0,3
30007807,E59-382,20000482,10000064,-6.15415989018499e+18,3.95678009008978e+17,-7.42898696344344e+18,-650.495213664638,-785.244541631772,-41.8231985527689,,,,0,1
30007808,UVR-6L2,20000482,10000064,-5.50999293355595e+18,5.16776582527174e+17,-7.49781413466918e+18,-582.406712623838,-792.519579370687,-54.6233278735613,,,,0,4
30007809,I5G-BR2,20000482,10000064,-5.19376627595021e+18,-9.12993487429011e+17,-7.34241472538634e+18,-548.981528540829,-776.093848848797,96.5034877671507,,,,0,9
30007810,EPS-D83,20000483,10000064,-4.67668861543707e+18,1.28683999046353e+18,-6.98628443908148e+18,-494.326376699041,-738.450847884232,-136.019094317618,,,,0,4
30007811,I9V-574,20000483,10000064,-4.29747326270727e+18,2.77264075017008e+18,-7.49559570816586e+18,-454.243282288007,-792.285091504264,-293.068358538041,,,,0,2
30007812,OC0-NP3,20000483,10000064,-4.62196847687387e+18,2.43614135750595e+18,-7.85459542454157e+18,-488.542453489116,-830.231391466637,-257.500344668564,,,,0,4
30007813,EM8-QS3,20000483,10000064,-4.42030509114662e+18,2.1552318199809e+18,-8.00810897180475e+18,-467.226616798524,-846.457786215762,-227.80818312362,,,,0,1
30007814,EVK-734,20000483,10000064,-4.68507321248612e+18,3.04663782042284e+18,-8.24156947150374e+18,-495.212629306421,-871.134580505127,-322.029871715788,,,,0,2
30007815,OKS-8R3,20000483,10000064,-4.6258223030902e+18,2.2487293692191e+18,-8.43243815771986e+18,-488.949803241601,-891.309416557089,-237.690881876024,,,,0,5
30007816,USV-NH3,20000483,10000064,-4.6325581377962e+18,1.41303269626526e+18,-8.32608613847141e+18,-489.66178153181,-880.067999252507,-149.357673845643,,,,0,5
30007817,AF3-4V2,20000483,10000064,-5.15485589134048e+18,1.45628662971648e+18,-6.72316491650528e+18,-544.868697642359,-710.639092403111,-153.929618218922,,,,0,4
30007818,IVK-HP3,20000483,10000064,-4.88895933195536e+18,3.15099789750115e+18,-7.38390034740546e+18,-516.763409138924,-780.478882556222,-333.060740566853,,,,0,3
30007819,E4Q-494,20000483,10000064,-3.96063275776738e+18,2.02700857946731e+18,-7.44878196952924e+18,-418.639212822533,-787.336875425993,-214.254975907199,,,,0,3
30007820,OVQ-H43,20000483,10000064,-5.20144186902543e+18,2.21132298158159e+18,-7.574602003135e+18,-549.792839369043,-800.636063471822,-233.737023582954,,,,0,4
30007821,EFC-KN4,20000484,10000064,-4.03969649809332e+18,1.685690448287e+18,-9.41686231312582e+18,-426.996256769096,-995.363131886896,-178.177620974669,,,,0,1
30007822,OMP-0L5,20000484,10000064,-3.02735325569739e+18,2.21054574123027e+18,-7.79367474288848e+18,-319.991491615928,-823.792070334971,-233.654869212996,,,,0,3
30007823,IPG-R55,20000484,10000064,-3.40401958178242e+18,1.85743059061339e+18,-8.38316207918139e+18,-359.805153698014,-886.100930945826,-196.330568342119,,,,0,3
30007824,U7T-2K5,20000484,10000064,-2.99679712693858e+18,1.98868360524491e+18,-7.8273580925606e+18,-316.761706257665,-827.352403204588,-210.204022935495,,,,0,1
30007825,IGM-CV5,20000484,10000064,-2.74620725694875e+18,2.24923132781742e+18,-7.68999095873617e+18,-290.274336099928,-812.832685702589,-237.743938941731,,,,0,6
30007826,O53-G46,20000484,10000064,-2.65655643907729e+18,2.45774652533986e+18,-7.61897095602971e+18,-280.798237173816,-805.325865493273,-259.784012710534,,,,0,1
30007827,OCS-NN3,20000484,10000064,-4.57587418587948e+18,1.23692429768285e+18,-8.9205767451696e+18,-483.670283086632,-942.905705962486,-130.743001427609,,,,0,5
30007828,IHS-C95,20000484,10000064,-3.39657373013036e+18,2.24603078150114e+18,-8.29059031512152e+18,-359.018126557389,-876.316087763985,-237.405640929166,,,,0,6
30007829,IL5-325,20000484,10000064,-3.48692275007759e+18,2.42862004685989e+18,-7.13876106482741e+18,-368.568025501142,-754.567639942502,-256.70534150598,,,,0,10
30007830,UCP-5K4,20000484,10000064,-3.86375208501988e+18,2.46282854262696e+18,-7.42155232835519e+18,-408.398917633036,-784.458700082876,-260.321182361632,,,,0,4
30007831,EJJ-MR6,20000485,10000064,-2.05373869843551e+18,-9.98084561070094e+17,-9.16626738886758e+18,-217.080351711496,-968.875227492566,105.497621347818,,,,0,5
30007832,IK8-986,20000485,10000064,-2.23574905257784e+18,4.70560614598578e+17,-8.09685683002947e+18,-236.318861324452,-855.838442231905,-49.7382962089833,,,,0,1
30007833,IG6-DT6,20000485,10000064,-1.74172276855803e+18,2.08027416029325e+17,-8.09656794649949e+18,-184.10024190055,-855.807907218693,-21.9885152242982,,,,0,1
30007834,ESH-KL5,20000485,10000064,-2.93862809361385e+18,-9.37656025388418e+17,-8.90753023820326e+18,-310.6132345838,-941.526689088032,99.1103200863764,,,,0,1
30007835,E12-JV5,20000485,10000064,-2.64540423482941e+18,-2.2240649295788e+17,-8.92579154437486e+18,-279.619448254693,-943.456910673409,23.5083848548969,,,,0,2
30007836,IDS-QF6,20000485,10000064,-2.35250952977331e+18,-3.82188504585473e+17,-9.35085224114686e+18,-248.660453502125,-988.385861773317,40.3973568101466,,,,0,2
30007837,AJS-BR6,20000485,10000064,-1.89314253007727e+18,3.31991500203527e+17,-8.56991789695084e+18,-200.105323321914,-905.841036459951,-35.0915292604211,,,,0,3
30007838,ORJ-CL6,20000485,10000064,-2.00826696527582e+18,3.7283235171451e+17,-8.45167355318508e+18,-212.273985724063,-893.342599462041,-39.4084106713596,,,,0,1
30007839,IG9-R96,20000485,10000064,-2.19938411822688e+18,3.09096067605539e+15,-8.26978783845227e+18,-232.47508473063,-874.117264245067,-0.326714801252783,,,,0,4
30007840,UKB-L85,20000485,10000064,-3.11651807236744e+18,-7.12413544595342e+17,-8.52185216668706e+18,-329.416220174517,-900.76048476227,75.302171080771,,,,0,1
30007841,OQL-JV5,20000485,10000064,-2.52235833951322e+18,-1.65143017885839e+17,-8.4328707060031e+18,-266.613486857442,-891.355136946703,17.4556307638674,,,,0,1
30007842,ODK-6T6,20000485,10000064,-1.81693718145044e+18,7.36367645276503e+17,-8.28761362145296e+18,-192.050411616345,-876.001450994955,-77.8341215206006,,,,0,1
30007843,UDK-L86,20000485,10000064,-2.257582753461e+18,8.6957220979815e+16,-8.38958754423934e+18,-238.626685328786,-886.78010313835,-9.19138551001272,,,,0,3
30007844,IKS-7B5,20000485,10000064,-2.92849331684882e+18,3.88855099613602e+16,-7.88840098662894e+18,-309.541987834472,-833.804642198739,-4.11020164606303,,,,0,4
30007845,E4H-LV5,20000485,10000064,-2.50504488952602e+18,-5.88808452578013e+17,-8.3073296707535e+18,-264.78345374981,-878.085439050388,62.2371025455702,,,,0,2
30007846,E6G-8S5,20000486,10000064,-2.62109964907149e+18,1.5009919163253e+18,-7.66088092068926e+18,-277.050451513019,-809.755752253182,-158.654970742005,,,,0,3
30007847,EKD-VQ5,20000486,10000064,-2.58566833935789e+18,1.41464052380718e+18,-7.0536382953066e+18,-273.305359121233,-745.570156104705,-149.527621350921,,,,0,1
30007848,I9P-836,20000486,10000064,-2.46823965820967e+18,1.82870179310409e+18,-6.98789390344253e+18,-260.893137730025,-738.620968401427,-193.293932049333,,,,0,6
30007849,EVJ-H36,20000486,10000064,-2.26906288669295e+18,7.55907870792124e+17,-6.73919790605524e+18,-239.840136368875,-712.333780735733,-79.8995249873046,,,,0,4
30007850,ASB-5T6,20000486,10000064,-1.84173775067593e+18,1.81981069559312e+18,-7.04164462676772e+18,-194.671833851908,-744.302424339843,-192.354142300885,,,,0,5
30007851,AN5-B06,20000486,10000064,-2.37530721952366e+18,6.49564765857459e+17,-7.34677441349132e+18,-251.07017121012,-776.554668245103,-68.6590499264338,,,,0,3
30007852,EBJ-8F6,20000486,10000064,-2.03338047712563e+18,9.74971201831211e+17,-7.32489769535525e+18,-214.928486021116,-774.242297313549,-103.054537348557,,,,0,3
30007853,O1F-PJ6,20000486,10000064,-1.93754401794801e+18,1.152326072244e+18,-6.52655677336091e+18,-204.798564293045,-689.857595275148,-121.800961943022,,,,0,3
30007854,APJ-HK6,20000486,10000064,-1.9061744364368e+18,1.02134299094057e+18,-7.02564242272655e+18,-201.48279691101,-742.610990038068,-107.956039324937,,,,0,1
30007855,ELC-145,20000486,10000064,-3.18059689196299e+18,1.60317219179787e+18,-6.8759998546951e+18,-336.189356750098,-726.793758116585,-169.455434381541,,,,0,1
30007856,E7B-C45,20000486,10000064,-3.05996632157397e+18,1.03476306903797e+18,-6.73476604427049e+18,-323.438695399092,-711.865332575457,-109.3745426991,,,,0,9
30007857,ABL-KF5,20000486,10000064,-2.81268822435363e+18,1.0108996192848e+18,-6.95174026127457e+18,-297.301379899301,-734.799525408972,-106.85217406992,,,,0,1
30007858,AD6-506,20000486,10000064,-2.42164045245706e+18,9.49241405897255e+17,-7.42673388972628e+18,-255.967597795486,-785.006391551956,-100.33489577241,,,,0,5
30007859,E6B-MQ4,20000487,10000064,-3.39541917756497e+18,1.54057100088165e+18,-6.48277692603577e+18,-358.896090254934,-685.230061761534,-162.838483280604,,,,0,3
30007860,O27-KQ3,20000487,10000064,-4.18434771495259e+18,1.49071670327179e+18,-5.99685833378018e+18,-442.285902455388,-633.868426033311,-157.568879865271,,,,0,6
30007861,EM0-064,20000487,10000064,-4.00324114464703e+18,2.02249745773951e+18,-6.05687080536443e+18,-423.142922869356,-640.211749284954,-213.778149964332,,,,0,3
30007862,O2R-GC4,20000487,10000064,-3.94877354097865e+18,2.32448327352411e+18,-7.11222735301693e+18,-417.385692618876,-751.763024391158,-245.698075879125,,,,0,5
30007863,E4S-DR4,20000487,10000064,-3.46155390346034e+18,1.80722901438808e+18,-6.07887208883756e+18,-365.886536297874,-642.537286783025,-191.024257548168,,,,0,5
30007864,E8T-QC4,20000487,10000064,-3.76309851856262e+18,1.79023358244169e+18,-6.89828143095232e+18,-397.759827263748,-729.148922585312,-189.227838973974,,,,0,6
30007865,OG1-QT3,20000487,10000064,-4.04795514181665e+18,1.37057795187367e+18,-7.20053596788385e+18,-427.869196099443,-761.097252347747,-144.870203822622,,,,0,6
30007866,EVP-4R4,20000487,10000064,-3.45752223863613e+18,1.77375575506317e+18,-7.05951038777958e+18,-365.460388989705,-746.190836768846,-187.486131245774,,,,0,4
30007867,IMF-TN4,20000487,10000064,-3.45686525075904e+18,1.59023069325957e+18,-6.36622287169975e+18,-365.390945316301,-672.910288497322,-168.087516906691,,,,0,1
30007868,EDR-6V3,20000487,10000064,-4.13009603666882e+18,1.83323926452287e+18,-6.85679204464267e+18,-436.55149553607,-724.763490992065,-193.773543156735,,,,0,3
30007869,AHP-1C4,20000487,10000064,-3.95127585738483e+18,2.35437340176301e+18,-6.47783711804861e+18,-417.65018767171,-684.7079236453,-248.857464926887,,,,0,6
30007870,EG9-FT3,20000487,10000064,-4.16789890790464e+18,1.89923926415166e+18,-6.57088154881068e+18,-440.547262178549,-694.542727736985,-200.74974862206,,,,0,3
30007871,O2R-T85,20000488,10000064,-3.32847058145842e+18,5.18104663968782e+17,-9.22681587018086e+18,-351.819618062795,-975.275207017272,-54.7637061927045,,,,0,3
30007872,ITD-Q95,20000488,10000064,-3.40681948967058e+18,8.4799880570843e+17,-9.41275445297913e+18,-360.101104195312,-994.928930726785,-89.6335444885689,,,,0,5
30007873,IG2-RR5,20000488,10000064,-2.81758074767014e+18,9.60607163218773e+17,-8.9714734205767e+18,-297.818520021904,-948.285488797924,-101.536257269226,,,,0,1
30007874,OPN-556,20000488,10000064,-2.39256173475221e+18,1.05175219629855e+18,-8.13769366265432e+18,-252.893974908847,-860.154898846244,-111.170294867479,,,,0,5
30007875,UHL-F75,20000488,10000064,-3.25438269956766e+18,1.00601416666572e+18,-8.66704902631939e+18,-343.98852276783,-916.107804935183,-106.335781320624,,,,0,4
30007876,IBS-0V4,20000488,10000064,-3.40121689781417e+18,5.3273564306382e+17,-8.56112930697133e+18,-359.50890976882,-904.912081766127,-56.3102019033098,,,,0,5
30007877,EJB-GJ5,20000488,10000064,-2.9909054687134e+18,8.85903141756663e+17,-8.75820571796748e+18,-316.138957491885,-925.743074845078,-93.640035970182,,,,0,2
30007878,I3H-BH6,20000488,10000064,-2.35066979525743e+18,1.59126301865823e+18,-8.87988149060077e+18,-248.465993410358,-938.604214160476,-168.196633787427,,,,0,3
30007879,IVJ-0G5,20000488,10000064,-3.09178235252251e+18,5.75159413060221e+17,-8.94814315546436e+18,-326.801652523888,-945.819477829748,-60.7943979301762,,,,0,4
30007880,O76-966,20000488,10000064,-2.70826741110228e+18,1.71639692899796e+18,-9.07090950025112e+18,-286.264091229679,-958.795890712724,-181.423298546813,,,,0,2
30007881,IJB-VV4,20000488,10000064,-3.44685006906543e+18,6.14366116676717e+17,-8.78814385967205e+18,-364.332339775997,-928.907538920167,-64.9385497723754,,,,0,1
30007882,IST-KL4,20000488,10000064,-3.87994601895785e+18,7.38586503530236e+17,-9.36300900773545e+18,-410.110617800893,-989.670833015635,-78.0686550230784,,,,0,1
30007883,EVL-RK6,20000488,10000064,-2.121841535124e+18,3.44725913325795e+17,-8.89870322522109e+18,-224.278827229414,-940.593673079623,-36.4375577895262,,,,0,4
30007884,ILN-6T4,20000488,10000064,-3.50848715149529e+18,9.56701338245489e+17,-8.68855637336543e+18,-370.847384529517,-918.381133311714,-101.123411243795,,,,0,5
30007885,O3N-LJ5,20000488,10000064,-3.26570656369802e+18,2.90341277725214e+17,-9.74897172781245e+18,-345.185456150847,-1030.46712471802,-30.6890972707323,,,,0,4
30007886,ELT-LL3,20000489,10000064,-4.26753902491277e+18,1.14129113881516e+18,-7.31819677215546e+18,-451.079230856539,-773.534009172457,-120.634568559253,,,,0,1
30007887,EV7-8J3,20000489,10000064,-4.26654041455894e+18,-1.12137761759443e+18,-7.01904660289904e+18,-450.973677658853,-741.913811332193,118.529707705385,,,,0,6
30007888,EJ0-0F4,20000489,10000064,-3.79598278881141e+18,1.76149682378707e+18,-7.6963827161278e+18,-401.235697371675,-813.508294991972,-186.190361187465,,,,0,3
30007889,IPM-MR4,20000489,10000064,-3.22378987309191e+18,2.29886779562742e+17,-7.24297266469053e+18,-340.754858457826,-765.582814739538,-24.2990517729052,,,,0,5
30007890,EH1-2S4,20000489,10000064,-3.29675934129824e+18,5.93465215755976e+17,-7.74649265011937e+18,-348.467737333068,-818.804919194173,-62.7293228018665,,,,0,4
30007891,ICF-3N3,20000489,10000064,-4.13221935063146e+18,-2.97474868094605e+16,-7.69732854869297e+18,-436.775929999011,-813.608269572995,3.1443118367736,,,,0,4
30007892,U0R-LB4,20000489,10000064,-4.01914567584522e+18,6.99732091130305e+17,-9.10256385447402e+18,-424.824033143483,-962.141758594136,-73.961740391852,,,,0,9
30007893,IDN-7T3,20000489,10000064,-4.05827726715038e+18,7.67235981602258e+17,-7.94854852804525e+18,-428.960245608109,-840.162242342896,-81.0969072447282,,,,0,8
30007894,E4D-NC4,20000489,10000064,-3.49930759552023e+18,1.51974487354055e+16,-6.69245232102003e+18,-369.877104697356,-707.392768498815,-1.60637159883699,,,,0,1
30007895,UBL-6J4,20000489,10000064,-3.47418634963284e+18,1.70570786983727e+17,-7.76501795869515e+18,-367.221786911885,-820.763045855689,-18.0293464102034,,,,0,9
30007896,EHM-NR3,20000489,10000064,-3.94116592483117e+18,-3.71480044507834e+16,-7.12900656587127e+18,-416.581566957594,-753.536588589289,3.92654716868282,,,,0,2
30007897,OKM-D54,20000489,10000064,-4.05821323277729e+18,6.19443757777686e+17,-8.82255840747506e+18,-428.953477169533,-932.545159493202,-65.4752568602356,,,,0,1
30007898,E9B-R74,20000489,10000064,-3.6664952587987e+18,6.72266591829069e+17,-7.04211338335105e+18,-387.548854649752,-744.351971949796,-71.0586348250212,,,,0,2
30007899,OQ5-C64,20000489,10000064,-3.84217661930196e+18,1.38494707678478e+18,-7.28674264422186e+18,-406.118389107205,-770.209305226523,-146.389021524147,,,,0,1
30007900,IFT-6Q4,20000489,10000064,-3.21721721163697e+18,-1.60647383006189e+17,-6.82340569787869e+18,-340.060127593863,-721.234551354609,16.9804417821413,,,,0,3
30007901,O52-F64,20000489,10000064,-3.92461729606655e+18,1.05068005851101e+18,-8.19664722637021e+18,-414.832375516978,-866.386295447887,-111.056969813917,,,,0,3
30007902,OMB-J82,20000490,10000064,-6.26244112103687e+18,-6.77480370842798e+17,-8.07033648575655e+18,-661.940548796602,-853.035239630396,71.6097317016143,,,,0,1
30007903,ER1-VR2,20000490,10000064,-6.02377964348308e+18,-3.82838737495199e+17,-9.81195611529566e+18,-636.714010714212,-1037.12457972804,40.4660864829357,,,,0,2
30007904,E5Q-1R2,20000490,10000064,-5.27396593453196e+18,-6.08018347703518e+17,-7.87748722437781e+18,-557.458639141769,-832.65105661856,64.2675900624887,,,,0,2
30007905,IHR-6M3,20000490,10000064,-4.22018582244437e+18,-3.43728062160678e+17,-7.97808782538756e+18,-446.073993406256,-843.284548535628,36.3320848381502,,,,0,4
30007906,O06-MB3,20000490,10000064,-5.10789580004709e+18,4.32423570513775e+16,-9.55660624210788e+18,-539.90501207606,-1010.13407683529,-4.57072074684962,,,,0,4
30007907,AR5-413,20000490,10000064,-5.23955553717508e+18,-1.9612761937492e+17,-8.80318289991554e+18,-553.821457271235,-930.497166728196,20.7307057254553,,,,0,4
30007908,E49-BF3,20000490,10000064,-4.67085327000953e+18,8.53978972397485e+17,-8.54846175376886e+18,-493.709580200668,-903.573120336122,-90.2656486063626,,,,0,1
30007909,AG1-C13,20000490,10000064,-4.9008397890279e+18,-5.86977204266196e+16,-7.62383410641565e+18,-518.019174442351,-805.839900894665,6.20435394462806,,,,0,1
30007910,EJF-VF3,20000490,10000064,-4.52462048435242e+18,-1.50809326431784e+17,-8.41988285953979e+18,-478.252762560537,-889.982320492312,15.9405583817087,,,,0,2
30007911,OG3-8L2,20000490,10000064,-5.57527027837287e+18,4.80297169968612e+17,-7.85513437726825e+18,-589.306533415277,-830.288358814797,-50.7674509236485,,,,0,2
30007912,OP3-BS4,20000490,10000064,-4.03608021004784e+18,1.3570547356716e+17,-1.01645539869178e+19,-426.614014821081,-1074.39420416603,-14.3440798742194,,,,0,3
30007913,O4L-MV2,20000490,10000064,-5.13321083656092e+18,-5.01656236307839e+17,-8.24353871623062e+18,-542.580813546909,-871.342729836997,53.0251060171035,,,,0,3
30007914,OB9-BV2,20000490,10000064,-5.38691690951343e+18,-3.1376485527854e+17,-8.92205980836284e+18,-569.3975666177,-943.062465865703,33.1649713717029,,,,0,4
30007915,EG4-TL3,20000490,10000064,-4.2519527099013e+18,1.30323334519229e+17,-8.03444271644326e+18,-449.431756059889,-849.241265220352,-13.7751873279694,,,,0,4
30007916,EQ9-S14,20000490,10000064,-4.49989395277135e+18,4.39252324912504e+17,-9.71274341582634e+18,-475.639166110164,-1026.63778911955,-46.4290073779768,,,,0,3
30007917,OPB-D92,20000490,10000064,-6.37588582898942e+18,-4.74984775434786e+17,-8.58768941755219e+18,-673.931663888755,-907.719487669702,50.2059303783564,,,,0,7
30007918,EJ9-9V3,20000491,10000064,-5.17400690437037e+18,3.60073886698183e+18,-8.37320198595228e+18,-546.89296131686,-885.048148260813,-380.598398550465,,,,0,8
30007919,IC5-C75,20000491,10000064,-4.05087807537526e+18,3.17455884681723e+18,-9.07190013115194e+18,-428.178150420368,-958.900600481562,-335.551134874603,,,,0,3
30007920,UR1-TB4,20000491,10000064,-4.46077512057677e+18,2.97632927063162e+18,-8.40575531118599e+18,-471.50430228459,-888.489037453043,-314.59825213895,,,,0,3
30007921,UNL-915,20000491,10000064,-4.06053985559506e+18,3.37270155763661e+18,-8.14397413341528e+18,-429.199401395417,-860.818745129485,-356.494835933801,,,,0,7
30007922,EKJ-KR3,20000491,10000064,-4.84750186015238e+18,2.55915375965144e+18,-8.76878683215082e+18,-512.381350911694,-926.861499496748,-270.502765834881,,,,0,1
30007923,EFQ-LL5,20000491,10000064,-3.94189467985924e+18,3.3701166687111e+18,-9.52045169967388e+18,-416.658596424841,-1006.31253868464,-356.221612958789,,,,0,4
30007924,A9J-6N3,20000491,10000064,-6.22760611775998e+18,4.12047092508139e+18,-9.27323040436394e+18,-658.258486044909,-980.181227151511,-435.534120438521,,,,0,1
30007925,EPH-NB1,20000492,10000065,-9.04757102876536e+18,-2.51032631917897e+17,-6.15805782505584e+18,-956.329012330193,-650.907225705583,26.5341701304612,,,,0,4
30007926,UNN-D91,20000492,10000065,-9.28139095861579e+18,-3.69578970891632e+17,-5.94218844818633e+18,-981.043798416541,-628.089814566439,39.0645280470414,,,,0,5
30007927,IL4-791,20000492,10000065,-9.18980516986128e+18,4.82084514568819e+16,-6.65375373455878e+18,-971.36317290671,-703.302324682304,-5.09563733969594,,,,0,5
30007928,IHP-721,20000492,10000065,-9.91957152377769e+18,-4.11685797582213e+17,-6.0757198004168e+18,-1048.49953737998,-642.204089634043,43.5152231400488,,,,0,6
30007929,ELG-L61,20000492,10000065,-9.514309831194e+18,-7.52019709749254e+17,-6.43212165535988e+18,-1005.66334267407,-679.875795426318,79.4885460407911,,,,0,1
30007930,E02-R31,20000492,10000065,-9.69576523483012e+18,-2.91624276861454e+17,-6.36663710258646e+18,-1024.84319397223,-672.954072736595,30.8247103864382,,,,0,3
30007931,A43-201,20000492,10000065,-1.00625195748056e+19,-3.64065983882205e+17,-6.11845671037198e+18,-1063.60915829585,-646.721384580668,38.4818048603483,,,,0,3
30007932,UTN-831,20000492,10000065,-9.79932456412499e+18,-4.68480302565719e+17,-6.23880896779909e+18,-1035.7894237158,-659.442628228389,49.5184070536069,,,,0,3
30007933,OH5-PB1,20000492,10000065,-9.14301021376614e+18,-6.2939471031746e+17,-5.98288211928681e+18,-966.416942144639,-632.391138995711,66.5270733736237,,,,0,5
30007934,U6T-521,20000492,10000065,-9.88547135733302e+18,-5.33593062856384e+17,-6.28772244299032e+18,-1044.89514694274,-664.612786635606,56.4008312468947,,,,0,1
30007935,EC2-701,20000492,10000065,-1.0025366660244e+19,-3.40032515701723e+17,-6.13728185857629e+18,-1059.68209212805,-648.711204315928,35.9414652692209,,,,0,2
30007936,UCQ-KC1,20000492,10000065,-8.90353513409025e+18,-4.25531746176603e+17,-6.22611300112475e+18,-941.104406250086,-658.100663492036,44.9787410612621,,,,0,2
30007937,E7S-L71,20000492,10000065,-9.33729807439572e+18,-3.13081009728023e+17,-6.2724116781709e+18,-986.953185217271,-662.994437517238,33.092688839979,,,,0,1
30007938,EC6-8D1,20000492,10000065,-8.83435574081909e+18,-1.98200943508852e+17,-5.9737814163411e+18,-933.792138611593,-631.42919393533,20.9498562593323,,,,0,7
30007939,IFS-6B1,20000492,10000065,-9.23516476681216e+18,-5.09213742030236e+17,-5.86001037964661e+18,-976.157686087519,-619.403585867938,53.8239350022755,,,,0,2
30007940,E7P-31V,20000492,10000065,-1.01034111222598e+19,-5.01586150356587e+17,-6.25781940175524e+18,-1067.93139827222,-661.452032683071,53.0176979262109,,,,0,6
30007941,I38-K61,20000492,10000065,-9.49436093694358e+18,-4.87850653338055e+17,-6.16041902007346e+18,-1003.55474288801,-651.156804215875,51.5658547457777,,,,0,6
30007942,UMV-L21,20000492,10000065,-9.82567834163327e+18,-5.18378453619818e+17,-6.33190650306239e+18,-1038.5750201964,-669.283045470283,54.7926457816538,,,,0,2
30007943,O6B-261,20000492,10000065,-9.48132278753613e+18,-2.52076580406588e+17,-6.25212901091453e+18,-1002.17660940823,-660.850557896615,26.6445155727837,,,,0,7
30007944,U0H-621,20000492,10000065,-9.79293093278864e+18,-2.03905829761419e+17,-6.58709344114426e+18,-1035.1136163503,-696.256326108756,21.5528632120301,,,,0,5
30007945,OS0-K71,20000492,10000065,-9.42981077442862e+18,2.44571035567252e+17,-6.10855621286365e+18,-996.731785326536,-645.674901168312,-25.8511788572849,,,,0,5
30007946,USB-151,20000492,10000065,-9.61885811409038e+18,-3.90086047504766e+17,-6.17338041273611e+18,-1016.7141048958,-652.526824501329,41.2321277553903,,,,0,6
30007947,U2F-QTQ,20000493,10000065,-1.02499736021104e+19,-3.32539995061689e+17,-6.27464667824024e+18,-1083.4230646161,-663.230677210972,35.1495052126747,,,,0,3
30007948,I65-D3Q,20000493,10000065,-1.02674978903137e+19,-4.3046525345162e+17,-6.47336269669232e+18,-1085.27538334075,-684.234976934761,45.500213191698,,,,0,1
30007949,ON4-CSL,20000493,10000065,-1.04403556464278e+19,-3.7265919737748e+17,-6.43378140771389e+18,-1103.54646257878,-680.051231388564,39.390108243494,,,,0,1
30007950,OV6-GMN,20000493,10000065,-1.04228497596818e+19,-4.01709909094401e+17,-6.26288246809274e+18,-1101.69608888969,-661.987199217217,42.4607708948734,,,,0,2
30007951,E6Q-KPM,20000493,10000065,-1.04586862590353e+19,-3.48838764544214e+17,-6.26361075980029e+18,-1105.48400986021,-662.064179711446,36.8722865063351,,,,0,1
30007952,OND-SLN,20000493,10000065,-1.03665947422788e+19,-4.62662652309129e+17,-6.55572204482448e+18,-1095.74992885839,-692.940366901303,48.903480936279,,,,0,3
30007953,IMJ-PCP,20000493,10000065,-1.02968315301532e+19,-3.17789745411153e+17,-6.41176137275989e+18,-1088.37595151828,-677.723711857402,33.5904025944058,,,,0,7
30007954,ERT-J7L,20000493,10000065,-1.0511934917157e+19,-5.03380601296783e+17,-6.56189303531786e+18,-1111.11239746474,-693.59264111113,53.2073715402512,,,,0,2
30007955,O4M-CRS,20000493,10000065,-1.01795427801735e+19,-3.79536167198586e+17,-6.16139016017948e+18,-1075.97852086327,-651.259453806077,40.1170045271412,,,,0,2
30007956,EHL-VVN,20000493,10000065,-1.03295204330263e+19,-3.27720158018611e+17,-6.38217371108831e+18,-1091.83117127831,-674.596293551032,34.6400480352351,,,,0,7
30007957,I9B-VHK,20000493,10000065,-1.05001995150768e+19,-3.03847848976654e+17,-6.3654721141284e+18,-1109.87196448611,-672.830933359415,32.1167429784909,,,,0,2
30007958,E71-HBP,20000493,10000065,-1.03606923994341e+19,-5.06437140222817e+17,-6.42587000972445e+18,-1095.12605072743,-679.214995961251,53.5304479596559,,,,0,1
30007959,E33-NTN,20000493,10000065,-1.03559320007008e+19,-4.80156877639756e+17,-6.52989350199079e+18,-1094.62287618429,-690.210287769618,50.7526220127877,,,,0,2
30007960,OP0-G4L,20000493,10000065,-1.04585821312737e+19,-3.31757493262929e+17,-6.42680805649099e+18,-1105.47300354712,-679.31414758271,35.0667947072832,,,,0,2
30007961,AH8-5LL,20000493,10000065,-1.04458422985669e+19,-2.8984862860774e+17,-6.38712182446813e+18,-1104.12640216748,-675.119309547964,30.6370242179273,,,,0,1
30007962,O6G-DLK,20000493,10000065,-1.04464561441949e+19,-1.32536271480979e+17,-6.66546648892923e+18,-1104.19128570156,-704.540363796132,14.0090949493908,,,,0,8
30007963,ETD-MVP,20000493,10000065,-1.03063781099226e+19,-4.86533955599328e+17,-6.42999880428202e+18,-1089.38502579612,-679.651409890337,51.4266796849785,,,,0,1
30007964,O8Q-93N,20000493,10000065,-1.03902926113603e+19,-3.97030601310584e+17,-6.41816914835572e+18,-1098.25479559676,-678.401014272305,41.9661676718581,,,,0,5
