stargate_id,solar_system_id,destination_stargate_id,destination_system_id,type_id,planet_id,lagrange_point,x,y,z
50000934,30022937,50000933,30022935,79787,40243390,5,1522314568454.57,254076634303.294,-406376797072.7
50000935,30022906,50000936,30022940,79787,40243080,5,684201198275.071,168696727453.485,266858284401.276
50000936,30022940,50000935,30022906,79881,40243425,3,-9384649636.82695,-8727974302.4286,198672038939.557
50000937,30022930,50000938,30022931,79881,40243320,3,-17854184470.4625,10867144348.4931,-380077848931.92
50000938,30022931,50000937,30022930,79787,40243322,2,-259130802315.513,18717409339.5148,-1326736976031.9
50000939,30022928,50000940,30022943,79787,40243296,5,-15135651043.7354,-4046358086.11758,73069390444.3449
50000940,30022943,50000939,30022928,79881,40243457,2,-10401571086.6265,19958506092.7308,508794479476.134
50000941,30022958,50000942,30022962,79881,40243611,2,1432066159126.66,69538506993.2475,1523157165744.5
50000942,30022962,50000941,30022958,79787,40243653,2,-366876741632.432,11289731645.5598,682723528932.828
50000943,30022927,50000944,30022928,79881,40243294,5,918063551500.208,-101204053314.619,-1273032204733.58
50000944,30022928,50000943,30022927,79881,40243296,2,-70931376316.8082,7350860783.17889,24227395226.4107
50000945,30022942,50000946,30022944,79881,40243445,3,504641121603.405,-88532197680.343,79287778812.2275
50000946,30022944,50000945,30022942,79881,40243463,5,-866596519012.675,-4081293308.35956,-365949485970.467
50000947,30022907,50000948,30022909,79881,40243087,4,-723597201708.428,-95757467054.5668,-257062839575.559
50000948,30022909,50000947,30022907,79787,40243104,4,-1624527900.17031,26815424.2820775,4471550342.20561
50000949,30022924,50000950,30022925,79787,40243241,2,-86962342123.1616,-3079914289.53496,-248520256259.554
50000950,30022925,50000949,30022924,79881,40243265,3,-1307715504512.82,-499956381891.658,-1315352221074.66
50000951,30022910,50000952,30022944,79881,40243107,4,3982857222.3209,900595086.694918,12965990066.7446
50000952,30022944,50000951,30022910,79881,40243463,2,-116656672973.784,-33082230989.9857,-934301725588.615
50000953,30022961,50000954,30022962,79881,40243642,5,-14670758373.0922,14078298516.8796,-210682929397.592
50000954,30022962,50000953,30022961,79881,40243653,3,365733126450.328,-11254539694.0223,-680595367334.485
50000955,30022907,50000956,30022936,79881,40243087,3,596522181598.837,-71376058168.7747,-487760649795.036
50000956,30022936,50000955,30022907,79881,40243377,5,220385075483.621,17235410155.493,-200667118503.688
50000957,30022928,50000958,30022940,79787,40243296,4,-55245466179.3087,11340193640.0824,-49029942290.6374
50000958,30022940,50000957,30022928,79881,40243425,2,9436792477.52598,8776468534.10358,-199775897355.019
50000959,30022942,50000960,30022957,79787,40243445,2,-505278535619.835,88644023017.7777,-79387927490.9279
50000960,30022957,50000959,30022942,79881,40243609,2,25188707434.2502,7734226318.66319,-100602116239.749
50000961,30022907,50000962,30022911,79787,40243087,2,-602815591406.868,72129087642.6058,492906607065.5
50000962,30022911,50000961,30022907,79881,40243110,2,-4709022627.35395,1545585780.38698,-26776251156.1845
50000963,30022941,50000964,30022943,79881,40243428,5,-9720259054.66297,-6190036754.9265,-241957016458.727
50000964,30022943,50000963,30022941,79881,40243457,3,10382660925.1883,-19922221326.7916,-507869485966.439
50000965,30022935,50000966,30022936,79787,40243366,3,20111365074.8639,-7565151248.22015,32086429355.1135
50000966,30022936,50000965,30022935,79881,40243377,2,311739682077.883,-58897279461.3112,91655319741.8446
50000967,30022907,50000968,30022938,79881,40243087,5,127075020109.591,167133525223.341,744823489370.595
50000968,30022938,50000967,30022907,79787,40243395,2,-173907865417.459,10969780266.9352,140821796281.025
50000969,30022931,50000970,30022932,79881,40243322,4,973849373308.043,25083854233.7383,-847843646094.936
50000970,30022932,50000969,30022931,79881,40243341,3,-1697487640590.04,23029392289.3808,-455978364727.308
50000971,30022911,50000972,30022938,79881,40243110,3,4699862412.10543,-1542579233.26377,26724164716.2693
50000972,30022938,50000971,30022911,79881,40243395,5,35205124766.0425,20942010496.573,219353840407.383
50000973,30012661,50000974,30012684,79881,40131758,5,-4370539059457.87,-290792724945.088,-5951056528870.24
50000974,30012684,50000973,30012661,79881,40132067,2,-27238728421.4662,6852123001.61998,-8081955419.84507
50000975,30012757,50000976,30012760,79787,40133024,5,5888405625.64542,8699118042.37606,137668446951.249
50000976,30012760,50000975,30012757,79787,40133054,3,-46689412341.1904,-10894071476.5222,-3503355505.43791
50000977,30012749,50000978,30012756,79881,40132929,4,-1990413703809.89,325244345586.815,2652497116412.03
50000978,30012756,50000977,30012749,79881,40133017,5,-626392684159.791,-57489656420.002,107291840476.171
50000979,30012660,50000980,30012693,79787,40131745,3,-11696531478.2522,-27275699044.2258,177340212467.481
50000980,30012693,50000979,30012660,79787,40132186,5,-55899017215.622,-192036903.028486,19613801692.3272
50000981,30012639,50000982,30012642,79881,40131538,3,-3809054643.50057,18833824053.0515,-45949802206.6217
50000982,30012642,50000981,30012639,79881,40131561,3,-528582438173.771,-88239147196.4147,828363150583.805
50000983,30012745,50000984,30012749,79787,40132900,3,264457307633.672,79065139080.843,811483280504.594
50000984,30012749,50000983,30012745,79881,40132929,3,-1319050868357.67,-395720045270.129,-3034267951529.8
50000985,30012678,50000986,30012681,79787,40131992,4,-5153681150.05071,361119570.08986,-1238826161.22437
50000986,30012681,50000985,30012678,79787,40132027,5,-135880140307.76,-7946820618.62018,73862060366.6923
50000987,30012652,50000988,30012664,79787,40131668,3,412471026857.513,45709366500.4112,174474920343.501
50000988,30012664,50000987,30012652,79881,40131840,4,-3514682152051.52,523541038260.129,2049434426781.18
50000989,30012744,50000990,30012756,79881,40132873,4,88691425058.2451,-12265094244.6917,99769461907.6719
50000990,30012756,50000989,30012744,79881,40133017,2,-411827033919.088,-43313295551.4821,-499078898655.257
50000991,30012652,50000992,30012659,79787,40131668,2,-416908964223.812,-46201171481.5454,-176352164363.217
50000992,30012659,50000991,30012652,79881,40131737,4,-567766842657.103,-52646694791.2231,601837764989.434
50000993,30012637,50000994,30012643,79787,40131518,4,-4764497969266.35,-60447980121.9779,4049091921459.32
50000994,30012643,50000993,30012637,79881,40131581,4,-364811557795.327,-23917364692.2606,133063806756.667
50000995,30012656,50000996,30012661,79881,40131702,3,440639616970.787,37840979752.4531,-676297030728.626
50000996,30012661,50000995,30012656,79787,40131758,3,-2947617294776.43,-324195846042.968,6768138239270.85
50000997,30012736,50000998,30012751,79881,40132766,4,2089653739714.19,-172537111255.562,-460154322993.567
50000998,30012751,50000997,30012736,79787,40132959,2,-485096713607.004,-116339152791.835,-209051859214.445
50000999,30012694,50001000,30012763,79787,40132194,2,1799023596798.19,158361286936.058,-437246575844.042
50001000,30012763,50000999,30012694,79787,40133084,4,-2285743638414.0,-331270179694.916,1748519474924.53
50001001,30012651,50001002,30012658,79787,40131657,5,15979828460.5389,-5868837926.75307,-31020146576.3899
50001002,30012658,50001001,30012651,79881,40131733,2,-71732084031.1051,-5406504920.60463,16173415001.1829
50001003,30012736,50001004,30012755,79787,40132766,5,-1458216841918.29,-116939289727.148,-1571016439155.09
50001004,30012755,50001003,30012736,79787,40133007,2,-2573344431534.12,-300829020498.208,-1056211560033.65
50001005,30012651,50001006,30012653,79881,40131657,4,19179606985.0352,8855946091.90263,28385957172.1012
50001006,30012653,50001005,30012651,79881,40131672,5,-5583679967.99451,68183955.7124026,1375469516.55873
50001007,30012652,50001008,30012653,79787,40131668,5,-359178839819.715,-10813348305.3066,271176740403.418
50001008,30012653,50001007,30012652,79787,40131672,2,-4117638668.38223,805546444.246079,-4258145658.95326
50001009,30012662,50001010,30012694,79787,40131797,2,-1810863711717.3,470455943379.003,-6808341418230.74
50001010,30012694,50001009,30012662,79881,40132194,3,-1723843295689.29,-151743447538.601,418974258966.544
50001011,30012744,50001012,30012745,79881,40132873,5,41706141342.9933,32824568890.3696,-123100334672.492
50001012,30012745,50001011,30012744,79787,40132900,5,-838294222750.163,-10812979966.0693,-178437534967.21
50001013,30012688,50001014,30012697,79787,40132134,3,2286155042971.42,378453970201.43,754029599844.489
50001014,30012697,50001013,30012688,79787,40132239,2,-1533940350892.78,-598643482599.671,759005823258.084
50001015,30012684,50001016,30012685,79787,40132067,3,27103036489.8106,-6817988595.94415,8041694504.37556
50001016,30012685,50001015,30012684,79787,40132070,4,-178340156592.134,-62259723236.833,252622488814.521
50001017,30012757,50001018,30012763,79787,40133024,3,116155887753.993,-13953958947.6666,-73321525020.0418
50001018,30012763,50001017,30012757,79881,40133084,3,-358566218576.332,-31673012572.8381,-2874388866153.29
50001019,30012636,50001020,30012733,79881,40131478,2,-45595463269.3249,65321124143.1273,-1882915207291.47
50001020,30012733,50001019,30012636,79881,40132718,3,-820003588398.236,-23138276557.1929,-258525723.50856
50001021,30012653,50001022,30012664,79881,40131672,4,1622350030.09973,706783326.011323,-5471972691.60673
50001022,30012664,50001021,30012653,79881,40131840,3,-49784683449.3148,-441263610965.968,-4077998924631.92
50001023,30012656,50001024,30012684,79881,40131702,2,-465591702457.385,-39983799701.7144,714593681041.373
50001024,30012684,50001023,30012656,79787,40132067,5,-20194543768.6344,5544149687.91847,20178483891.9774
50001025,30012760,50001026,30012763,79787,40133054,2,55605481788.3653,12974463860.5032,4172375726.90405
50001026,30012763,50001025,30012760,79787,40133084,2,394082490975.825,34810249947.6133,3159099395655.21
50001027,30012652,50001028,30012662,79787,40131668,4,-53292187037.7977,-34896018195.1046,-445651660746.919
50001028,30012662,50001027,30012652,79881,40131797,5,-6768266301023.99,698099121366.06,-1801310066680.4
50001029,30012662,50001030,30012757,79881,40131797,3,1805177818822.54,-468978768653.787,6786964050157.94
50001030,30012757,50001029,30012662,79787,40133024,4,-122044293379.639,5254840905.29051,-64346921931.2069
50001031,30012662,50001032,30012664,79787,40131797,4,4963088482201.45,-229120352712.273,-4985653983477.54
50001032,30012664,50001031,30012662,79881,40131840,2,52373028700.5641,464205256726.47,4290017329085.91
50001033,30012687,50001034,30012693,79787,40132123,3,-96613030064.6459,-68524374976.7609,361604400353.747
50001034,30012693,50001033,30012687,79787,40132186,2,-50805941131.8414,1217293692.87204,-43631477805.0651
50001035,30012642,50001036,30012681,79881,40131561,5,-410992680497.797,388523989189.167,-808396670385.634
50001036,30012681,50001035,30012642,79881,40132027,2,-135803631878.189,-13391228392.8906,-83538620075.9507
50001037,30012650,50001038,30012694,79787,40131654,4,-4131815106.42397,41164086057.6999,164288052582.122
50001038,30012694,50001037,30012650,79881,40132194,5,533892703062.459,-255679558510.894,-1679222366637.82
50001039,30012687,50001040,30012697,79881,40132123,5,-269636879655.373,27042468968.3495,-267118078574.308
50001040,30012697,50001039,30012687,79787,40132239,4,-1527245455241.5,-55159387077.9874,-968815993601.734
50001041,30012678,50001042,30012733,79881,40131992,3,3694049962.62881,966119324.545048,-3694067584.97546
50001042,30012733,50001041,30012678,79881,40132718,4,408046829672.823,72943706343.8892,707897119758.475
50001043,30012639,50001044,30012643,79787,40131538,5,44909886705.3896,-7855305814.48836,20049997387.4331
50001044,30012643,50001043,30012639,79787,40131581,2,-66928231465.7016,-30446867820.374,387185904271.314
50001045,30012636,50001046,30012637,79787,40131478,4,1605375519292.72,-9087073235.72767,-980638159657.677
50001046,30012637,50001045,30012636,79881,40131518,3,-1122983028726.74,264043052457.45,-6145602544056.35
50001047,30012688,50001048,30012693,79881,40132134,2,-2321160980846.81,-384248912329.391,-765575410531.963
50001048,30012693,50001047,30012688,79881,40132186,4,10964219611.5366,1268659921.82055,-58203218218.439
50001049,30012842,50001050,30012863,79881,40133980,2,349680006084.163,-87676707472.5051,124293144451.908
50001050,30012863,50001049,30012842,79787,40134254,3,-454171555147.241,-14439961950.6221,204518176071.666
50001051,30012875,50001052,30012878,79881,40134394,4,-8066988065792.62,-2902304871016.8,-1807779538438.61
50001052,30012878,50001051,30012875,79881,40134446,5,-2370799193915.86,107287548650.54,-3963745397541.51
50001053,30012854,50001054,30012855,79787,40134122,4,-1031285526215.56,-441302262776.003,858377226375.407
50001054,30012855,50001053,30012854,79881,40134144,5,-1422305494439.34,-26912665829.3363,150513617369.873
50001055,30012798,50001056,30012802,79881,40133449,3,32595393379.2688,-602140898.729422,4756794044.66154
50001056,30012802,50001055,30012798,79787,40133499,5,-1293020699757.71,-123106466341.529,601076473754.261
50001057,30012795,50001058,30012796,79787,40133415,4,29290093777.1186,-13160409068.212,181411121705.818
50001058,30012796,50001057,30012795,79787,40133443,3,-786891612016.405,-71737981040.0056,-395808309189.527
50001059,30012837,50001060,30012850,79787,40133879,3,-803175111182.264,182736544109.981,-257398991336.031
50001060,30012850,50001059,30012837,79787,40134079,4,-4860211023.3949,1190962551.24866,3255020323.32011
50001061,30012833,50001062,30012834,79881,40133851,4,218805605978.613,-375299155237.037,-2495230167942.64
50001062,30012834,50001061,30012833,79787,40133853,4,-3214388944.95411,-72277436.7664717,3725336087.85449
50001063,30012799,50001064,30012868,79881,40133460,4,715362828986.689,-1436815497355.3,-3191708694561.25
50001064,30012868,50001063,30012799,79787,40134303,2,-802882264954.983,-64181802977.968,-281082133251.439
50001065,30012802,50001066,30012888,79787,40133499,3,1177863414905.57,-162826148760.743,796540068335.929
50001066,30012888,50001065,30012802,79881,40134598,2,-353002592992.989,1726398903.31032,-163249491505.94
50001067,30012855,50001068,30012857,79881,40134144,2,-928718712041.519,6183804116.71957,-1275846408544.41
50001068,30012857,50001067,30012855,79787,40134176,3,-426715764879.352,24928639404.7614,730613191448.998
50001069,30012796,50001070,30012798,79881,40133443,5,727899517851.303,129876284689.422,-484048971898.564
50001070,30012798,50001069,30012796,79881,40133449,2,-32780769387.1225,605565384.965042,-4783846808.8335
50001071,30012840,50001072,30012863,79881,40133945,2,-361887624679.905,194348735642.243,-682898500987.461
50001072,30012863,50001071,30012840,79787,40134254,5,50638176667.345,82833972773.0739,-488755876044.591
50001073,30012836,50001074,30012842,79787,40133871,2,487996786.052369,27819818.9664113,675128135.874212
50001074,30012842,50001073,30012836,79881,40133980,3,-347559664277.625,87145065442.4234,-123539472678.109
50001075,30012803,50001076,30012804,79881,40133510,4,-102782713546.849,-217132033035.125,-1716731457070.5
50001076,30012804,50001075,30012803,79881,40133513,3,-522905297656.721,-51774651287.046,499961968793.239
50001077,30012850,50001078,30012857,79881,40134079,5,5199447080.97861,-1134096528.93341,2704584147.47944
50001078,30012857,50001077,30012850,79787,40134176,5,-418715970080.645,16605508771.8235,-735462174456.502
50001079,30012839,50001080,30012843,79787,40133935,4,-6617868210313.98,-1553462440144.62,11122067598426.0
50001080,30012843,50001079,30012839,79787,40133989,4,-72107478527.1418,-14185354499.6281,122661280423.166
50001081,30012798,50001082,30012801,79881,40133449,5,-20409193921.9898,753191757.033285,25852404886.7079
50001082,30012801,50001081,30012798,79787,40133486,2,-1075438987468.0,34111799347.3563,-453941777557.003
50001083,30012869,50001084,30012870,79787,40134307,3,1896673091159.12,-255286965309.188,-407255854283.763
50001084,30012870,50001083,30012869,79881,40134315,5,-1841438169634.26,-23474356050.9318,441419736665.947
50001085,30012795,50001086,30012804,79787,40133415,3,-171621300113.265,-8453441258.51858,-66451258206.2943
50001086,30012804,50001085,30012795,79787,40133513,5,-173593273595.375,93649970702.3629,-697973920302.799
50001087,30012820,50001088,30012833,79787,40133689,3,-2858711967050.65,428958044008.079,2829647073501.29
50001088,30012833,50001087,30012820,79787,40133851,5,-2283711599127.06,376274385497.095,1028580506801.33
50001089,30012802,50001090,30012803,79787,40133499,2,-1180809693959.1,163233438150.488,-798532514394.559
50001090,30012803,50001089,30012802,79881,40133510,2,-1550319249096.94,-2366273516.44987,-783982111196.803
50001091,30012854,50001092,30012858,79787,40134122,2,358914990417.218,-469554220932.452,1570190541578.08
50001092,30012858,50001091,30012854,79881,40134185,4,-2008119354870.74,110826891332.601,-93534828028.5141
50001093,30012875,50001094,30012890,79787,40134394,2,-5517364658405.0,-2115969169599.73,6582073795514.65
50001094,30012890,50001093,30012875,79787,40134619,3,-172819538371.581,-16750115439.4196,251044229368.708
50001095,30012860,50001096,30012874,79787,40134205,5,107600186536.942,221408778913.451,-1154796571730.49
50001096,30012874,50001095,30012860,79787,40134381,3,-3709784029178.05,-49192922866.4388,-372419739222.212
50001097,30012857,50001098,30012858,79787,40134176,4,845431734959.998,-41534148176.5849,4848983007.50442
50001098,30012858,50001097,30012857,79787,40134185,2,-1117637142857.46,-17035223074.4301,1737676352128.94
50001099,30012798,50001100,30012804,79787,40133449,4,-12186199457.2789,-151050858.303863,-30609198931.3694
50001100,30012804,50001099,30012798,79881,40133513,2,545644134963.044,54026101745.6349,-521703102261.735
50001101,30012801,50001102,30012805,79881,40133486,5,-930781090996.196,-58747305091.1871,700417230716.758
50001102,30012805,50001101,30012801,79787,40133532,2,-2252610591364.7,-487844236792.279,144333345325.521
50001103,30012841,50001104,30012850,79787,40133962,3,666075596901.803,-57990272584.0534,-742529673084.806
50001104,30012850,50001103,30012841,79787,40134079,3,-339236057.583716,-56866022.3152464,-5959604470.79955
50001105,30012787,50001106,30012888,79787,40133318,5,398474685648.989,-37460710412.4434,-1148005289077.39
50001106,30012888,50001105,30012787,79787,40134598,5,-317408762449.609,-18254424873.9051,223332257585.236
50001107,30012786,50001108,30012797,79787,40133309,4,48589564249.6238,1069886576.38326,-253937983104.073
50001108,30012797,50001107,30012786,79787,40133447,3,-198069576619.075,-12445879814.5658,-104354536154.267
50001109,30012830,50001110,30012840,79787,40133807,3,581759756269.47,-121936618814.668,-588810758958.552
50001110,30012840,50001109,30012830,79881,40133945,5,-785541685838.734,110076979683.998,-15307637129.1354
50001111,30012786,50001112,30012787,79787,40133309,5,-243813799813.64,13135016432.5946,85022891258.5832
50001112,30012787,50001111,30012786,79881,40133318,3,-1191633884573.2,-64549513235.6648,232257549189.113
50001113,30012837,50001114,30012838,79787,40133879,2,808604608453.765,-183971850774.537,259139019259.815
50001114,30012838,50001113,30012837,79787,40133894,5,-482609703256.874,1186343933.66455,224163602219.261
50001115,30012796,50001116,30012805,79881,40133443,4,58992094165.1014,-58138303649.4168,879857281088.091
50001116,30012805,50001115,30012796,79787,40133532,4,-1256749091280.99,-202989592246.706,-1913541949491.22
50001117,30012805,50001118,30012872,79787,40133532,3,2241853645421.14,485514622386.589,-143644106804.015
50001118,30012872,50001117,30012805,79787,40134352,3,-1405094443598.03,-374749217683.552,187037143787.746
50001119,30012836,50001120,30012845,79787,40133871,4,-327053957.595291,173491399.17907,740049266.477573
50001120,30012845,50001119,30012836,79881,40134022,5,-1187976006193.3,-36617305658.8812,197563876819.147
50001121,30012839,50001122,30012878,79881,40133935,2,6540662807730.6,-3304373170665.02,11344331738909.9
50001122,30012878,50001121,30012839,79787,40134446,3,-2248556133126.5,-101905855621.823,4034487269191.49
50001123,30012797,50001124,30012890,79787,40133447,5,189948001782.414,-23147282890.4967,-116877227191.808
50001124,30012890,50001123,30012797,79881,40134619,5,-131433033521.752,24058176028.9542,-274439294152.566
50001125,30012840,50001126,30012869,79787,40133945,3,360272140359.581,-193481153239.052,679850008180.63
50001126,30012869,50001125,30012840,79787,40134307,2,-1966489996543.45,264684128154.975,422247021490.32
50001127,30012839,50001128,30012850,79881,40133935,5,12930738855940.5,-1635829074261.5,-172825765600.011
50001128,30012850,50001127,30012839,79787,40134079,2,342640956.709816,57436784.3712172,6019420789.26244
50001129,30012820,50001130,30012836,79787,40133689,5,-1041970063658.29,-320320085887.436,-3895489071178.26
50001130,30012836,50001129,30012820,79787,40133871,3,-484480208.759407,-27619345.2205431,-670263062.291126
50001131,30012842,50001132,30012864,79787,40133980,4,72118745958.9401,-9266901596.39964,371977143100.806
50001132,30012864,50001131,30012842,79881,40134261,5,-118883245982.42,5051924672.72209,-194704417964.62
50001133,30012860,50001134,30012881,79787,40134205,4,950000761326.367,40859367048.4832,699988453624.022
50001134,30012881,50001133,30012860,79881,40134475,5,-60007694650.5409,-4296684368.23843,-52761779315.0595
50001135,30012845,50001136,30012864,79881,40134022,2,-767012032947.617,-46152052989.165,-933621751901.957
50001136,30012864,50001135,30012845,79787,40134261,3,-105948479458.324,-43945534319.0197,197261927920.828
50001137,30012838,50001138,30012843,79881,40133894,2,-506101110115.157,2848270800.78123,-355511980528.754
50001138,30012843,50001137,30012838,79787,40133989,3,-70763152229.4308,8459656088.47436,-123965773350.115
50001139,30022481,50001140,30022503,79881,40238614,5,-904881327939.545,-197137876543.955,-180504585803.497
50001140,30022503,50001139,30022481,79881,40238845,3,-1169214637265.17,-119022629259.107,711179167207.332
50001141,30022489,50001142,30022491,79881,40238697,5,-1146486519.35319,1023236755.5087,-32591554055.1544
50001142,30022491,50001141,30022489,79787,40238714,2,-682899076710.498,65811460295.8782,-201289994610.192
50001143,30022473,50001144,30022474,79787,40238516,3,252208430473.054,41782994990.8366,-64571224367.4087
50001144,30022474,50001143,30022473,79787,40238525,2,-1301441444474.64,161773665011.113,110626310109.315
50001145,30022458,50001146,30022487,79881,40238381,2,310969299471.42,-16349659467.3911,199316221921.778
50001146,30022487,50001145,30022458,79881,40238680,3,-1495629799955.66,-782959455305.834,1487243917824.11
50001147,30022466,50001148,30022470,79787,40238463,2,-1271657625917.92,173705299417.864,-728541325896.773
50001148,30022470,50001147,30022466,79881,40238504,2,-7104590300.73698,767932222.903708,-1301447471.62757
50001149,30022474,50001150,30022505,79787,40238525,5,-557265818232.291,44748490507.8494,1187797641195.82
50001150,30022505,50001149,30022474,79787,40238881,5,-2365044141368.74,51610150055.971,-801226446337.186
50001151,30022503,50001152,30022504,79787,40238845,5,-32051000779.3482,39610778089.4981,-1372737695901.43
50001152,30022504,50001151,30022503,79787,40238870,2,-1180425934249.23,-353122044415.861,-531265363751.848
50001153,30022501,50001154,30022506,79881,40238826,4,234826086340.13,-8400983872.18406,-1066491991546.46
50001154,30022506,50001153,30022501,79881,40238889,5,-484564458254.776,-22234377364.9601,-826975851558.406
50001155,30022466,50001156,30022472,79881,40238463,5,-1207038854459.6,396820798964.773,721521551236.813
50001156,30022472,50001155,30022466,79787,40238513,3,-1916057982394.7,520464776303.604,-312396330710.186
50001157,30022470,50001158,30022472,79881,40238504,5,-4096822950.06981,292400125.414851,4834586353.2507
50001158,30022472,50001157,30022470,79787,40238513,4,663873737299.47,-313902316951.237,1870959710696.38
50001159,30022479,50001160,30022493,79787,40238595,5,233669169258.925,55384958539.5141,351123298968.013
50001160,30022493,50001159,30022479,79881,40238732,4,-197009220336.429,-6385961621.68231,-59817905069.5708
50001161,30022475,50001162,30022480,79787,40238535,2,838558768723.782,660731798111.49,4298219077837.51
50001162,30022480,50001161,30022475,79787,40238607,5,-141622395708.199,21358738788.7554,-150893168569.175
50001163,30022476,50001164,30022479,79787,40238561,4,-650710552529.507,-206986666766.906,691272646695.199
50001164,30022479,50001163,30022476,79787,40238595,4,-419464238368.504,69980985308.2967,10428796573.522
50001165,30022471,50001166,30022473,79881,40238508,2,2713328582375.5,-783864104152.443,4128474833226.52
50001166,30022473,50001165,30022471,79881,40238516,2,-253138877539.92,-41937140770.4253,64809440457.9809
50001167,30022494,50001168,30022498,79881,40238736,4,80735788547.2046,3176369332.60841,-220217123530.542
50001168,30022498,50001167,30022494,79787,40238767,4,-1457564044733.89,62691745192.4524,-625049587097.071
50001169,30022475,50001170,30022477,79787,40238535,4,-3283705725498.6,552073904976.98,2795736959665.3
50001170,30022477,50001169,30022475,79881,40238577,4,-729824967603.732,-57305046199.0556,1094780814090.79
50001171,30022467,50001172,30022473,79787,40238473,4,-331771285445.587,5304346370.96914,154320192864.526
50001172,30022473,50001171,30022467,79787,40238516,4,-176834334840.51,-54746482507.1515,-187767927940.318
50001173,30022501,50001174,30022505,79881,40238826,3,802467453375.983,-79421643910.4955,736449064185.288
50001174,30022505,50001173,30022501,79787,40238881,2,-591754969150.017,-444250822830.393,-2808215254700.45
50001175,30022475,50001176,30022479,79881,40238535,5,4106930607410.97,96575750555.0903,1423884878135.56
50001176,30022479,50001175,30022475,79787,40238595,2,-201406617904.853,135899896977.059,391931740214.729
50001177,30022457,50001178,30022483,79787,40238374,5,-15551426571.7023,-14478467984.0105,85099800164.3895
50001178,30022483,50001177,30022457,79881,40238629,3,-143215495858.082,-5061500463.23933,-92102799814.443
50001179,30022463,50001180,30022471,79881,40238432,2,-1595371989519.23,-376023724053.662,2567156229784.65
50001180,30022471,50001179,30022463,79787,40238508,3,-2674645226944.75,772688718337.655,-4069616035070.64
50001181,30022520,50001182,30022523,79787,40239060,4,19468369597.5681,-3138566186.33193,-20380191894.7658
50001182,30022523,50001181,30022520,79881,40239089,5,-1521444785977.61,365562181792.768,-367875978585.886
50001183,30022477,50001184,30022479,79787,40238577,5,1314296933946.19,3281499138.80883,84179473400.5934
50001184,30022479,50001183,30022477,79787,40238595,3,185795069109.578,-125365943847.811,-361552095541.535
50001185,30022466,50001186,30022485,79787,40238463,4,-51986866897.3058,-224840986595.678,-1442825972867.91
50001186,30022485,50001185,30022466,79787,40238655,2,-934236892391.401,-257331619384.775,-82298106595.6507
50001187,30022481,50001188,30022504,79787,40238614,2,-337887544560.962,66410945255.313,-901931880114.82
50001188,30022504,50001187,30022481,79881,40238870,5,-1093475947287.17,47059424202.6985,734103082881.893
50001189,30022463,50001190,30022498,79881,40238432,5,1411295093181.72,62766673077.2113,2687252702187.98
50001190,30022498,50001189,30022463,79787,40238767,2,-1296049812524.46,59130645327.1023,970853990808.982
50001191,30022457,50001192,30022458,79881,40238374,3,82304936967.9049,-861930208.749993,-30308469420.6512
50001192,30022458,50001191,30022457,79787,40238381,3,-306956986864.427,16138706344.647,-196744524357.568
50001193,30022476,50001194,30022480,79881,40238561,5,911275980255.556,232253513126.401,244458521862.578
50001194,30022480,50001193,30022476,79787,40238607,3,-59887134950.5602,-2901401587.34362,199215862686.342
50001195,30022506,50001196,30022508,79787,40238889,3,-469263146680.737,-74543996586.224,832719299969.412
50001196,30022508,50001195,30022506,79881,40238906,5,-4056452941.96329,-888138200.862394,-3085488944.2929
50001197,30022466,50001198,30022469,79787,40238463,3,1259025721356.9,-171979812369.095,721304421631.099
50001198,30022469,50001197,30022466,79787,40238501,2,-1441360832476.33,142416943527.684,-213493415808.77
50001199,30022483,50001200,30022485,79787,40238629,4,-7181600315.40067,-15056110363.1722,169531592725.713
50001200,30022485,50001199,30022483,79787,40238655,5,-537112844426.036,-35436356543.8117,750597928698.874
50001201,30022451,50001202,30022501,79787,40238329,5,796956879074.578,-749574459764.273,-3384238244445.06
50001202,30022501,50001201,30022451,79787,40238826,5,-1037293539716.11,87822627782.6795,330042927361.167
50001203,30022469,50001204,30022470,79787,40238501,3,1436415851735.71,-141928343430.46,212760968523.096
50001204,30022470,50001203,30022469,79787,40238504,4,-2108087194.93905,378286042.101402,-5971226789.65424
50001205,30022462,50001206,30022467,79787,40238413,5,30881013190.9417,76219561584.6189,396425313103.737
50001206,30022467,50001205,30022462,79881,40238473,2,-33034152420.4033,-10980788200.3284,370049677006.7
50001207,30022518,50001208,30022520,79881,40239051,2,135872992899.44,29016877448.3294,-239679747659.618
50001208,30022520,50001207,30022518,79881,40239060,5,-27566753754.9008,-2283947692.3278,-6251232239.83467
50001209,30022487,50001210,30022489,79881,40238680,2,1597985304132.07,836542373886.283,-1589025522501.08
50001210,30022489,50001209,30022487,79881,40238697,3,-27647323137.6009,478126827.124266,17319577321.3203
50001211,30022480,50001212,30022493,79787,40238607,4,201509530658.759,-18457337201.4118,-48322694117.1677
50001212,30022493,50001211,30022480,79787,40238732,2,-150082773077.818,-13804075619.7134,140727697116.082
50001213,30022472,50001214,30022491,79787,40238513,5,1252184245095.23,-206562459352.367,-1558563379986.19
50001214,30022491,50001213,30022472,79787,40238714,5,-500156520401.362,-29839625185.2832,468643850822.91
50001215,30012912,50001216,30012922,79787,40134884,3,-122893760203.949,21649916527.359,-74835537287.5823
