solar_system_id,security,security_class,frost_line,luminosity,center_x,center_y,center_z,min_x,min_y,min_z,max_x,max_y,max_z,habitable_zone_inner,habitable_zone_outer,remnant_dust_mass,remnant_gas_mass,potential,system_radius
30004999,0.0,D1,214176186368.0,1.07630636574435e+26,-6.24270531855871e+18,-1.36581595608416e+18,-6.93246144122917e+17,-6.2427160023387e+18,-1.36581595608416e+18,-6.93256827902903e+17,-6.24269463477872e+18,-1.36581595608416e+18,-6.93235460342931e+17,75609071616.0,108926189568.0,1.38103135927817e+26,4.25327681960687e+28,0.87361478805542,10683780431872.0
30005000,0.0,D1,45431226368.0,4.84286637976664e+24,-9.18340631137006e+18,-2.07739894277773e+18,-2.01996122977342e+18,-9.18341933774946e+18,-2.07739894277773e+18,-2.01997425615281e+18,-9.18339328499067e+18,-2.07739894277773e+18,-2.01994820339402e+18,16040266752.0,23108405248.0,1.61681180824551e+25,1.28859178800315e+28,0.796537578105927,13026378907648.0
30005001,0.0,D1,330741710848.0,2.5666788636113e+26,-9.83148758352882e+18,-1.49996979565175e+17,-1.59720135626655e+18,-9.83150294703046e+18,-1.49996979565175e+17,-1.59721671976819e+18,-9.83147222002719e+18,-1.49996979565175e+17,-1.59718599276492e+18,116747337728.0,168192016384.0,7.31197391149481e+25,4.07036445415258e+28,0.805400252342224,15363501719552.0
30005002,0.0,D1,794690256896.0,1.481799207538e+27,-1.01108283750967e+19,-9.45645930736546e+17,-1.39974813411941e+18,-1.01108420341563e+19,-9.45645930736546e+17,-1.39976179317903e+18,-1.01108147160371e+19,-9.45645930736546e+17,-1.39973447505978e+18,280625119232.0,404282507264.0,6.24184266250442e+24,9.76378194828007e+27,0.802479863166809,13659059257344.0
30005003,0.0,D1,388391829504.0,3.53943323245952e+26,-9.24033036677132e+18,-1.53005367468114e+18,-2.278252670057e+18,-9.24034126871009e+18,-1.53005367468114e+18,-2.27826357199576e+18,-9.24031946483256e+18,-1.53005367468114e+18,-2.27824176811823e+18,137173417984.0,197618860032.0,1.97872963474318e+24,1.66481437300766e+27,0.798931896686554,10901938765824.0
30005004,0.0,D1,447596331008.0,4.70074394733621e+26,-9.50990577554291e+18,-5.37571451591527e+17,-1.85016284924094e+18,-9.50991759413028e+18,-5.37571451591527e+17,-1.85017466782831e+18,-9.50989395695554e+18,-5.37571451591527e+17,-1.85015103065357e+18,158029070336.0,227664543744.0,1.10095582751284e+26,5.7159571132319e+28,0.807227075099945,11818587127808.0
30005005,0.0,D1,68303441920.0,1.09465884695584e+25,-9.44252335901567e+18,-2.05707581898595e+17,-1.53114197896898e+18,-9.44253317818149e+18,-2.05707581898595e+17,-1.5311517981348e+18,-9.44251353984984e+18,-2.05707581898595e+17,-1.53113215980315e+18,24120883200.0,34749743104.0,5.7469060274211e+25,1.32399761264931e+28,0.811671078205109,9819165556736.0
30005006,0.0,D1,74372915200.0,1.29784604357894e+25,-9.13517859033669e+18,-7.67949298527836e+17,-2.12779121679383e+18,-9.13519144643055e+18,-7.67949298527836e+17,-2.12780407288769e+18,-9.13516573424283e+18,-7.67949298527836e+17,-2.12777836069998e+18,26280275968.0,37860671488.0,1.84088526167077e+26,2.56798747563589e+28,0.807301223278046,12856094359552.0
30005007,0.0,D1,394467540992.0,3.65103603410546e+26,-1.01544650597048e+19,-5.43258428469289e+17,-1.89603006156888e+18,-1.01544759219833e+19,-5.43258428469289e+17,-1.89604092384739e+18,-1.01544541974263e+19,-5.43258428469289e+17,-1.89601919929036e+18,139335843840.0,200734146560.0,3.04314811732598e+26,2.79665555829767e+28,0.798901557922363,10862278475776.0
30005008,0.0,D1,1186560868352.0,3.30349487475122e+27,-8.96397190435245e+18,-7.10808403872253e+17,-1.74858520563838e+18,-8.96398228312135e+18,-7.10808403872253e+17,-1.74859558440728e+18,-8.96396152558355e+18,-7.10808403872253e+17,-1.74857482686948e+18,419185688576.0,603899756544.0,1.25608647036557e+27,1.43107623372775e+29,0.815349698066711,10378768547840.0
30005009,0.0,D1,8364357632.0,1.6415674684961e+23,-9.2755942211333e+18,-5.19274871990846e+17,-1.56635742372755e+18,-9.27560752026174e+18,-5.19274871990846e+17,-1.56637072285598e+18,-9.27558092200487e+18,-5.19274871990846e+17,-1.56634412459911e+18,2954559488.0,4256485376.0,5.51865996660323e+24,5.36418552516575e+26,0.813905119895935,13299128205312.0
30005010,0.0,D1,114520039424.0,3.07720583362381e+25,-9.58653429232653e+18,-5.4969809808747e+17,-1.25194367888017e+18,-9.58654522579444e+18,-5.4969809808747e+17,-1.25195461234808e+18,-9.58652335885862e+18,-5.4969809808747e+17,-1.25193274541225e+18,40450600960.0,58275151872.0,1.50992401744324e+26,3.08378748249068e+28,0.812600374221802,10933468397568.0
30005011,0.0,D1,549224546304.0,7.07772129104694e+26,-9.71217581646384e+18,-6.3441536777359e+17,-1.77599459776188e+18,-9.71218576432028e+18,-6.3441536777359e+17,-1.77600454561833e+18,-9.71216586860739e+18,-6.3441536777359e+17,-1.77598464990544e+18,194036334592.0,279538401280.0,9.39289761489217e+24,2.63760283143892e+27,0.805402755737305,9947856240640.0
30005012,0.0,D1,19450245120.0,8.87654082235172e+23,-9.28126681414082e+18,-7.82622667998181e+17,-1.25016396733043e+18,-9.28127504021913e+18,-7.82622667998181e+17,-1.25017219340874e+18,-9.28125858806251e+18,-7.82622667998181e+17,-1.25015574125211e+18,6865349120.0,9890563072.0,1.31811428833777e+25,1.7426774304174e+28,0.817010402679443,8226078195712.0
30005013,0.0,D1,1460782366720.0,5.00685010393906e+27,-9.66995476288383e+18,-7.51710801673414e+17,-1.80935033658704e+18,-9.66996683664133e+18,-7.51710801673414e+17,-1.80936241034455e+18,-9.66994268912633e+18,-7.51710801673414e+17,-1.80933826282954e+18,515967385600.0,743328251904.0,6.69665866685678e+24,3.72673372415145e+27,0.80530172586441,12073757048832.0
30005014,0.0,D1,469723054080.0,5.17699017991503e+26,-9.7327435266465e+18,-3.6694429743339e+17,-2.62123431255684e+18,-9.73275770006387e+18,-3.6694429743339e+17,-2.62124848597421e+18,-9.73272935322913e+18,-3.6694429743339e+17,-2.62122013913947e+18,165937119232.0,239057272832.0,4.50853477704626e+26,3.47851616581263e+28,0.794970035552979,14173417242624.0
30005015,0.0,D1,314474168320.0,2.32040376218084e+26,-9.22452343875032e+18,-4.15660398590509e+17,-2.21143327749625e+18,-9.22453305614379e+18,-4.15660398590509e+17,-2.21144289488971e+18,-9.22451382135686e+18,-4.15660398590509e+17,-2.21142366010278e+18,111091318784.0,160043679744.0,3.33226449059555e+26,2.54782627641058e+28,0.805584073066711,9617393319936.0
30005016,0.0,D1,69697486848.0,1.13979779911991e+25,-9.69344700702703e+18,-9.27698438679329e+17,-1.99159492932817e+18,-9.69346075075479e+18,-9.27698438679329e+17,-1.99160867305593e+18,-9.69343326329926e+18,-9.27698438679329e+17,-1.9915811856004e+18,24605177856.0,35447443456.0,2.12373646348766e+24,9.49668194852991e+26,0.80228716135025,13743727575040.0
30005017,0.0,D1,41774018560.0,4.09454884214351e+24,-8.77073700540823e+18,-1.63071583281772e+18,-2.23305112253233e+18,-8.7707518865159e+18,-1.63071583281772e+18,-2.23306600364e+18,-8.77072212430057e+18,-1.63071583281772e+18,-2.23303624142467e+18,14750340096.0,21250074624.0,1.63654486684191e+25,5.98317694303156e+27,0.803021788597107,14881107476480.0
30005018,0.0,D1,211187875840.0,1.04648148545853e+26,-8.78890254484196e+18,-2.13925349754928e+18,-2.41183185421159e+18,-8.78891595339605e+18,-2.13925349754928e+18,-2.41184526276568e+18,-8.78888913628787e+18,-2.13925349754928e+18,-2.4118184456575e+18,74549813248.0,107400175616.0,8.49240320086437e+25,5.08946247483541e+28,0.79304450750351,13408554450944.0
30005019,0.0,D1,2375773585408.0,1.32435273460882e+28,-8.75589844570659e+18,-1.38155759453131e+18,-2.4803594180136e+18,-8.75590555058413e+18,-1.38155759453131e+18,-2.48036652289114e+18,-8.75589134082905e+18,-1.38155759453131e+18,-2.48035231313606e+18,838810664960.0,1208432328704.0,4.67177997659631e+26,1.05940077408889e+29,0.80120974779129,7104877297664.0
30005020,0.0,D1,155749384192.0,5.69175533549533e+25,-9.05598508288457e+18,-7.68482331807335e+17,-2.2019819928434e+18,-9.0559960298098e+18,-7.68482331807335e+17,-2.20199293976862e+18,-9.05597413595935e+18,-7.68482331807335e+17,-2.20197104591817e+18,54980153344.0,79207145472.0,9.863299734481e+25,4.60406695234393e+28,0.80696576833725,10946924773376.0
30005021,0.0,D1,22140639232.0,1.15020133043192e+24,-9.68600128960274e+18,-3.94990866041393e+17,-1.62188650495675e+18,-9.68601430968864e+18,-3.94990866041393e+17,-1.62189952504265e+18,-9.68598826951684e+18,-3.94990866041393e+17,-1.62187348487085e+18,7815328768.0,11259151360.0,2.00358642062124e+25,1.22687848609507e+28,0.807536244392395,13020086403072.0
30005022,0.0,D1,1271207428096.0,3.79163438731715e+27,-9.47022008689926e+18,-4.61831046569803e+17,-2.13189908052145e+18,-9.47022818645206e+18,-4.61831046569803e+17,-2.13190718007425e+18,-9.47021198734646e+18,-4.61831046569803e+17,-2.13189098096865e+18,448707428352.0,646430261248.0,2.25359223769003e+26,1.87806814971792e+29,0.804099977016449,8099552821248.0
30005023,0.0,D1,98427518976.0,2.27314246599423e+25,-7.09500085289353e+18,-8.05577514197062e+17,-2.23869080100607e+18,-7.09500959214974e+18,-8.05577514197062e+17,-2.23869954026229e+18,-7.09499211363731e+18,-8.05577514197062e+17,-2.23868206174986e+18,34752393216.0,50066026496.0,1.1286644050848e+26,3.0709086446186e+28,0.822437942028046,8739256008704.0
30005024,0.0,D1,640289603584.0,9.61936607827581e+26,-7.41945553673087e+18,-7.8302822053463e+17,-2.23550726538867e+18,-7.41946631897071e+18,-7.8302822053463e+17,-2.23551804762851e+18,-7.41944475449103e+18,-7.8302822053463e+17,-2.23549648314883e+18,226049081344.0,325657559040.0,9.88738288120643e+25,4.00630083044597e+28,0.820793628692627,10782239621120.0
30005025,0.0,D1,59314180096.0,8.25487704427161e+24,-8.04266198012178e+18,-1.95849208102024e+18,-1.86960714779418e+18,-8.042669612079e+18,-1.95849208102024e+18,-1.8696147797514e+18,-8.04265434816456e+18,-1.95849208102024e+18,-1.86959951583696e+18,20936595456.0,30162300928.0,5.26368272894814e+24,3.28237379550868e+27,0.812448918819427,7631957131264.0
30005026,0.0,D1,634403487744.0,9.44332068301301e+26,-7.33636274962459e+18,-9.53843926450333e+17,-1.87955427111188e+18,-7.33637226738742e+18,-9.53843926450333e+17,-1.87956378887471e+18,-7.33635323186176e+18,-9.53843926450333e+17,-1.87954475334904e+18,223972720640.0,322666233856.0,3.42918737330764e+26,1.31282147123629e+29,0.830418288707733,9517762871296.0
30005027,0.0,D1,1167678767104.0,3.19919196624408e+27,-7.10861390967512e+18,-4.71064568552035e+17,-2.03585604372803e+18,-7.10862823993461e+18,-4.71064568552035e+17,-2.03587037398753e+18,-7.10859957941562e+18,-4.71064568552035e+17,-2.03584171346854e+18,412180905984.0,593808326656.0,4.15963084602682e+26,2.90783890754669e+29,0.829267561435699,14330259046400.0
30005028,0.0,D1,750518337536.0,1.32164929785654e+27,-8.01610636286579e+18,-1.16887645669578e+18,-2.09251599102157e+18,-8.01611574492183e+18,-1.16887645669578e+18,-2.09252537307762e+18,-8.01609698080974e+18,-1.16887645669578e+18,-2.09250660896552e+18,264930590720.0,381672194048.0,9.09503711599677e+25,9.196405435291e+28,0.817327380180359,9382056165376.0
30005029,0.0,D1,23298482176.0,1.27364622119724e+24,-7.11464182124632e+18,-1.00440818630277e+18,-2.29315373544417e+18,-7.11465515118925e+18,-1.00440818630277e+18,-2.2931670653871e+18,-7.11462849130338e+18,-1.00440818630277e+18,-2.29314040550123e+18,8224026624.0,11847942144.0,3.44358607162809e+25,1.68114475902728e+28,0.819637537002563,13329942708224.0
30005030,0.0,D1,114826461184.0,3.0936953781513e+25,-7.29500774484393e+18,-9.00932347120729e+17,-2.73535186552839e+18,-7.2950181801804e+18,-9.00932347120729e+17,-2.73536230086486e+18,-7.29499730950746e+18,-9.00932347120729e+17,-2.73534143019193e+18,40552083456.0,58421350400.0,2.01156763502903e+25,3.59718858620175e+27,0.806806087493896,10435336077312.0
30005031,0.0,D1,12419024896.0,3.61883361350436e+23,-7.62453569659903e+18,-1.07611942229327e+18,-2.54572685833965e+18,-7.6245446061906e+18,-1.07611942229327e+18,-2.54573576793122e+18,-7.62452678700746e+18,-1.07611942229327e+18,-2.54571794874808e+18,4385661440.0,6318201856.0,5.54572306954162e+25,1.51450578653213e+28,0.809733331203461,8909591937024.0
30005032,0.0,D1,133634138112.0,4.19013871701197e+25,-7.87299628548023e+18,-9.93271010028141e+17,-1.47541475816185e+18,-7.87300879378686e+18,-9.93271010028141e+17,-1.47542726646849e+18,-7.87298377717359e+18,-9.93271010028141e+17,-1.47540224985521e+18,47201288192.0,68000526336.0,2.51851810418366e+26,3.53274380849039e+28,0.834188103675842,12508306866176.0
30005033,0.0,D1,138108518400.0,4.47542729865252e+25,-7.52293279281844e+18,-1.08639054246535e+18,-1.77913123654959e+18,-7.52294395901434e+18,-1.08639054246535e+18,-1.77914240274549e+18,-7.52292162662254e+18,-1.08639054246535e+18,-1.77912007035369e+18,48764301312.0,70252281856.0,1.34145857378776e+26,3.28540655829356e+28,0.830400407314301,11166195646464.0
30005034,0.0,D1,141441449984.0,4.69404196851307e+25,-7.20885846720467e+18,-1.01344141624116e+18,-2.42450903784606e+18,-7.20886769206415e+18,-1.01344141624116e+18,-2.42451826270554e+18,-7.20884924234519e+18,-1.01344141624116e+18,-2.42449981298658e+18,49948614656.0,71958462464.0,3.91403384690851e+25,7.14612462197735e+27,0.815347194671631,9224859942912.0
30005035,0.0,D1,198685065216.0,9.26241088133797e+25,-8.00026863603674e+18,-1.41771560101226e+18,-1.71343771309925e+18,-8.00027772336181e+18,-1.41771560101226e+18,-1.71344680042432e+18,-8.00025954871167e+18,-1.41771560101226e+18,-1.71342862577418e+18,70138945536.0,101045649408.0,5.65253755759463e+25,4.67037086671001e+28,0.823509931564331,9087325569024.0
30005036,0.0,D1,20959875072.0,1.0307918090479e+24,-7.48622128594957e+18,-3.61126469758739e+17,-2.46257605965302e+18,-7.48623235176342e+18,-3.61126469758739e+17,-2.46258712546687e+18,-7.48621022013572e+18,-3.61126469758739e+17,-2.46256499383917e+18,7401964544.0,10663638016.0,9.89169541291745e+23,4.65663224823274e+26,0.814805209636688,11065813368832.0
30005037,0.0,D1,135522263040.0,4.30938031537883e+25,-7.80203935378968e+18,-2.17274660394483e+18,-1.76706212345513e+18,-7.80205162415698e+18,-2.17274660394483e+18,-1.76707439382244e+18,-7.80202708342237e+18,-2.17274660394483e+18,-1.76704985308783e+18,47846244352.0,68929675264.0,2.53132724656728e+25,1.65457979473287e+28,0.813148200511932,12270367145984.0
30005038,0.0,D1,11988106240.0,3.37205544918688e+23,-7.1616752687659e+18,-1.79581208783522e+18,-1.63205101561665e+18,-7.16168855903386e+18,-1.79581208783522e+18,-1.63206430588461e+18,-7.16166197849795e+18,-1.79581208783522e+18,-1.6320377253487e+18,4231984640.0,6096807424.0,9.18650391298046e+24,5.03913397210339e+27,0.828741610050201,13290267738112.0
30005039,0.0,D1,926042030080.0,2.01212524320889e+27,-6.88886140526206e+18,-1.88349412100867e+18,-1.65384804206592e+18,-6.88887228683895e+18,-1.88349412100867e+18,-1.65385892364281e+18,-6.88885052368517e+18,-1.88349412100867e+18,-1.65383716048903e+18,326929285120.0,470990618624.0,2.23368603334207e+25,1.52699538334686e+28,0.828545093536377,10881576468480.0
30005040,0.0,D1,320933855232.0,2.41671052364086e+26,-7.91783475060867e+18,-1.67370558770339e+18,-1.71983048927266e+18,-7.91784580311237e+18,-1.67370558770339e+18,-1.71984154177635e+18,-7.91782369810498e+18,-1.67370558770339e+18,-1.71981943676896e+18,113312866304.0,163244146688.0,1.44740790954372e+26,3.56771623795258e+28,0.821117281913757,11052503793664.0
30005041,0.0,D1,12188756992.0,3.48588014674498e+23,-8.12483174287386e+18,-1.18584188291987e+18,-1.68411757268704e+18,-8.12484616034207e+18,-1.18584188291987e+18,-1.68413199015525e+18,-8.12481732540565e+18,-1.18584188291987e+18,-1.68410315521883e+18,4302652416.0,6198615552.0,1.11064594829162e+25,5.22312917619219e+27,0.824875950813293,14417468063744.0
30005042,0.0,D1,930794897408.0,2.03283237751441e+27,-8.3619346710904e+18,-1.14306282966669e+18,-2.07403926634135e+18,-8.36194954312688e+18,-1.14306282966669e+18,-2.07405413837783e+18,-8.36191979905392e+18,-1.14306282966669e+18,-2.07402439430488e+18,328625324032.0,473433997312.0,6.41266758307751e+24,3.66460686099863e+27,0.814535737037659,14872036245504.0
30005043,0.0,D1,15647188992.0,5.7446853997226e+23,-7.16781641867968e+18,-1.96554166069811e+18,-1.77124949706703e+18,-7.16782556412961e+18,-1.96554166069811e+18,-1.77125864251696e+18,-7.16780727322975e+18,-1.96554166069811e+18,-1.77124035161709e+18,5524788736.0,7959285248.0,6.80453911730991e+23,4.60257258898521e+26,0.822027683258057,9145450233856.0
30005044,0.0,D1,192035061760.0,8.65275890242272e+25,-7.33268135271127e+18,-1.29719590432343e+18,-4.41579691335238e+17,-7.33269224262577e+18,-1.29719590432343e+18,-4.41590581249736e+17,-7.33267046279678e+18,-1.29719590432343e+18,-4.41568801420741e+17,67795550208.0,97669644288.0,3.67562074780226e+25,3.11692031408947e+28,0.863478124141693,10889914744832.0
30005045,0.0,D1,374305062912.0,3.28734261049237e+26,-6.94363366417295e+18,-1.6176657537316e+18,-1.13577593749967e+17,-6.94364774276152e+18,-1.6176657537316e+18,-1.13591672338535e+17,-6.94361958558438e+18,-1.6176657537316e+18,-1.13563515161399e+17,132150534144.0,190382637056.0,8.77336463751383e+25,3.29394247182967e+28,0.872774720191956,14078588223488.0
30005046,0.0,D1,156402270208.0,5.73957390782041e+25,-7.35003715861921e+18,-1.755874780496e+18,-4.72959030336349e+17,-7.35004504921533e+18,-1.755874780496e+18,-4.72966920932463e+17,-7.3500292680231e+18,-1.755874780496e+18,-4.72951139740235e+17,55210614784.0,79539159040.0,6.87922574707783e+25,3.51362105765466e+28,0.85419774055481,7890596265984.0
30005047,0.0,D1,286076076032.0,1.92024518381772e+26,-7.12177740618642e+18,-2.48375697321306e+18,-3.18528009853231e+17,-7.12178957913879e+18,-2.48375697321306e+18,-3.18540182805594e+17,-7.12176523323406e+18,-2.48375697321306e+18,-3.18515836900868e+17,101012103168.0,145523064832.0,1.68890364405213e+26,4.31690079099392e+28,0.84181135892868,12172952338432.0
30005048,0.0,D1,13142854656.0,4.05296656635204e+23,-7.29473766898083e+18,-1.13896207601314e+18,-9.05081369966136e+17,-7.29474861827283e+18,-1.13896207601314e+18,-9.05092319258138e+17,-7.29472671968882e+18,-1.13896207601314e+18,-9.05070420674135e+17,4639385088.0,6683728896.0,2.54867076005324e+24,3.33211713800389e+27,0.855490446090698,10949292457984.0
30005049,0.0,D1,822117662720.0,1.58584784612483e+27,-7.56869677660387e+18,-9.36631181476153e+17,-2.38781356006244e+17,-7.56870581132926e+18,-9.36631181476153e+17,-2.38790390731642e+17,-7.56868774187847e+18,-9.36631181476153e+17,-2.38772321280845e+17,290154905600.0,418011578368.0,2.50261183417457e+24,3.62007807363296e+28,0.866022825241089,9034725851136.0
30005050,0.0,D1,41805783040.0,4.10077865349365e+24,-7.53657465930024e+18,-1.31635512708325e+18,6.53552396887721e+16,-7.53658557930721e+18,-1.31635512708325e+18,6.53443196818003e+16,-7.53656373929327e+18,-1.31635512708325e+18,6.53661596957439e+16,14758947840.0,21262475264.0,3.09472918845296e+23,6.11684662538219e+26,0.867017507553101,10920006778880.0
30005051,0.0,D1,359526498304.0,3.03288084404199e+26,-7.77157016185947e+18,-9.76734427093615e+17,-1.45794235894292e+17,-7.77158106554088e+18,-9.76734427093615e+17,-1.45805139575698e+17,-7.77155925817807e+18,-9.76734427093615e+17,-1.45783332212887e+17,126921646080.0,182849650688.0,5.80045231378106e+25,1.40938319326272e+28,0.861868917942047,10903681499136.0
30005052,0.0,D1,89669214208.0,1.88660201197609e+25,-7.44434466537975e+18,-1.58620465396783e+18,2.95567935752005e+17,-7.44435333512703e+18,-1.58620465396783e+18,2.95559266004725e+17,-7.44433599563247e+18,-1.58620465396783e+18,2.95576605499286e+17,31653853184.0,45602115584.0,1.74221865435826e+25,2.9776270311275e+28,0.867320597171783,8669747478528.0
30005053,0.0,D1,404732149760.0,3.84351895407746e+26,-7.46768411676789e+18,-1.10768907334917e+18,-4.41870028800976e+17,-7.46769120491244e+18,-1.10768907334917e+18,-4.41877116945524e+17,-7.46767702862334e+18,-1.10768907334917e+18,-4.41862940656428e+17,142871052288.0,205827145728.0,5.45822367721655e+23,2.22146346974987e+27,0.862927556037903,7088144646144.0
30005054,0.0,D1,116308205568.0,3.17405400702239e+25,-8.0577315430611e+18,-1.42484418267689e+18,-3.67369022123471e+17,-8.05774279690457e+18,-1.42484418267689e+18,-3.67380275966939e+17,-8.05772028921763e+18,-1.42484418267689e+18,-3.67357768280002e+17,41077841920.0,59178786816.0,8.45131353960878e+24,1.20362422536785e+27,0.84663188457489,11253842968576.0
30005055,0.0,D1,213474344960.0,1.06926404449305e+26,-7.72464409978277e+18,-1.56405583968525e+18,6.7430627745057e+16,-7.72465694013225e+18,-1.56405583968525e+18,6.74177873955811e+16,-7.72463125943329e+18,-1.56405583968525e+18,6.74434680945329e+16,75392458752.0,108614123520.0,2.67621802799772e+26,5.67675391563771e+28,0.857836306095123,12840349990912.0
30005056,0.0,D1,48921624576.0,5.61558895979929e+24,-6.73670724873149e+18,-1.41403802147493e+18,-2.53993930706316e+17,-6.73671590132294e+18,-1.41403802147493e+18,-2.54002583297767e+17,-6.73669859614004e+18,-1.41403802147493e+18,-2.53985278114864e+17,17272436736.0,24883531776.0,1.0187938449411e+25,2.65752295385529e+27,0.878477692604065,8652591202304.0
30005057,0.0,D1,308928544768.0,2.23928660319343e+26,-7.25657759785324e+18,-1.22853138743396e+18,-5.73184002104878e+17,-7.25658755967533e+18,-1.22853138743396e+18,-5.73193963926975e+17,-7.25656763603114e+18,-1.22853138743396e+18,-5.73174040282782e+17,109055877120.0,157111320576.0,3.93710380621569e+25,3.98633655390299e+28,0.863147914409637,9961822224384.0
30005058,0.0,D1,239447179264.0,1.34528110809472e+26,-7.10451318913334e+18,-1.62009300759965e+18,2.55988177754887e+17,-7.10452321164943e+18,-1.62009300759965e+18,2.55978155238799e+17,-7.10450316661725e+18,-1.62009300759965e+18,2.55998200270975e+17,84547534848.0,121803382784.0,7.71546092812486e+25,2.25392908999421e+28,0.875224173069,10022515900416.0
30005059,0.0,D1,2996134477824.0,2.10628052401411e+28,-7.77241870752562e+18,-1.04890175178986e+18,-7.83873588505006e+17,-7.77243502982353e+18,-1.04890175178986e+18,-7.83889910802916e+17,-7.77240238522771e+18,-1.04890175178986e+18,-7.83857266207096e+17,1057533657088.0,1523535577088.0,2.83401276807632e+26,1.71596498661773e+29,0.85013473033905,16322297593856.0
30005060,0.0,D1,287708938240.0,1.9422283531978e+26,-7.89292473998625e+18,-1.4046272954429e+18,-5.88326085370041e+17,-7.89293712202446e+18,-1.4046272954429e+18,-5.88338467408249e+17,-7.89291235794804e+18,-1.4046272954429e+18,-5.88313703331833e+17,101575540736.0,146334777344.0,1.76446851754079e+26,5.98606655908243e+28,0.847209215164185,12382038392832.0
30005061,0.0,D1,45434806272.0,4.84362961380269e+24,-6.75373802714773e+18,-1.57733339636996e+18,-5.89639911288214e+16,-6.75374441913492e+18,-1.57733339636996e+18,-5.8970383116019e+16,-6.75373163516053e+18,-1.57733339636996e+18,-5.89575991416237e+16,16039489536.0,23107287040.0,4.00069342238658e+25,1.47730522650416e+28,0.879044830799103,6391987175424.0
30005062,0.0,D1,53462540288.0,6.70645100565616e+24,-7.53620090928491e+18,-2.16448584506387e+18,-7.58865001729939e+17,-7.53621358729475e+18,-2.16448584506387e+18,-7.58877679739779e+17,-7.53618823127507e+18,-2.16448584506387e+18,-7.58852323720099e+17,18873759744.0,27190476800.0,6.07258686809911e+24,5.18289697494139e+27,0.836558997631073,12678009454592.0
30005063,0.0,D1,690206146560.0,1.11776695412977e+27,-7.88029410589223e+18,-1.28578808012939e+18,-7.67857657324197e+17,-7.88030397790066e+18,-1.28578808012939e+18,-7.67867529332626e+17,-7.8802842338838e+18,-1.28578808012939e+18,-7.67847785315768e+17,243664109568.0,351034638336.0,8.16671209918497e+25,2.26427555883985e+28,0.845855236053467,9872008544256.0
30005064,0.0,D1,178513018880.0,7.47710316925083e+25,-7.6043756127815e+18,-2.48405008458608e+18,-1.43698974606771e+18,-7.6043830299325e+18,-2.48405008458608e+18,-1.43699716321871e+18,-7.6043681956305e+18,-2.48405008458608e+18,-1.43698232891671e+18,63014932480.0,90782449664.0,1.45615959833461e+26,7.40551878215993e+28,0.815337896347046,7417151094784.0
30005065,0.0,D1,127782461440.0,3.83121119419776e+25,-7.65870490406173e+18,-3.42693994405895e+18,-2.49233447825442e+18,-7.65871306552792e+18,-3.42693994405895e+18,-2.4923426397206e+18,-7.65869674259555e+18,-3.42693994405895e+18,-2.49232631678824e+18,45108498432.0,64985546752.0,8.28811461832792e+24,4.0920679782712e+28,0.771463871002197,8161465991168.0
30005066,0.0,D1,9433560064.0,2.0880689272164e+23,-6.93143372096414e+18,-3.7601727756866e+18,-1.10589889062776e+18,-6.93144165329642e+18,-3.7601727756866e+18,-1.10590682296004e+18,-6.93142578863187e+18,-3.7601727756866e+18,-1.10589095829549e+18,3330674176.0,4798334976.0,1.35438496828841e+25,3.89915588373027e+27,0.789262175559998,7932332212224.0
30005067,0.0,D1,7237222400.0,1.22895901970747e+23,-7.43340701786849e+18,-4.50890650722299e+18,-5.24096023096826e+17,-7.43341499656963e+18,-4.50890650722299e+18,-5.24104001797957e+17,-7.43339903916736e+18,-4.50890650722299e+18,-5.24088044395694e+17,2555072512.0,3680964608.0,2.09191374029028e+23,2.23086252857729e+26,0.768097937107086,7978701291520.0
30005068,0.0,D1,57334759424.0,7.71311058234557e+24,-7.42065885364991e+18,-2.40418621055264e+18,-1.37980052274129e+18,-7.42066720169692e+18,-2.40418621055264e+18,-1.3798088707883e+18,-7.42065050560291e+18,-2.40418621055264e+18,-1.37979217469429e+18,20238665728.0,29156829184.0,5.27886140172489e+25,3.14788581559094e+28,0.820108652114868,8348046983168.0
30005069,0.0,D1,16136649728.0,6.10970575240068e+23,-6.83115206001721e+18,-3.31693198797151e+18,-2.48399367380437e+18,-6.83116289762515e+18,-3.31693198797151e+18,-2.4840045114123e+18,-6.83114122240927e+18,-3.31693198797151e+18,-2.48398283619643e+18,5697411072.0,8207973376.0,2.4695152047722e+25,7.03039240599005e+27,0.774944543838501,10837607579648.0
30005070,0.0,D1,45541748736.0,4.86645803605466e+24,-7.84930652902307e+18,-3.82084275238779e+18,-1.71469088846827e+18,-7.84931442616095e+18,-3.82084275238779e+18,-1.71469878560615e+18,-7.84929863188518e+18,-3.82084275238779e+18,-1.71468299133039e+18,16077344768.0,23161823232.0,6.33650408968522e+25,1.71748289687632e+28,0.773869037628174,7897137807360.0
30005071,0.0,D1,310189850624.0,2.25760901621208e+26,-7.88707365884265e+18,-3.68905536984396e+18,-2.28069325677336e+18,-7.88708341525426e+18,-3.68905536984396e+18,-2.28070301318498e+18,-7.88706390243103e+18,-3.68905536984396e+18,-2.28068350036174e+18,109496934400.0,157746741248.0,1.76001565798884e+26,7.55465961594862e+28,0.768085122108459,9756411428864.0
